text_raw,text_partial_preprocessed,page_num,cosine_similarity_score,relevant_keywords
"Upon the successful arrangement of the new finance package, the Group entered into a conditional forward currency contract to hedge the net US dollar cash receipt into sterling upon 
completion of the transaction.","Upon the successful arrangement of the new finance package, the Group entered into a conditional forward currency contract to hedge the net US dollar cash receipt into sterling upon completion of the transaction.",172,45.72981,"currency, forward, hedge"
"The assets and liabilities of foreign operations are translated into sterling 
at the rate of exchange ruling at the reporting date.",The assets and liabilities of foreign operations are translated into sterling at the rate of exchange ruling at the reporting date.,162,46.40856,"foreign, rate"
"The Group had designated the foreign exchange 
movement on the $400m SSNs as part of a cash flow hedging relationship, to manage the exchange rate risk resulting from forecast US dollar inter-
company sales.","The Group had designated the foreign exchange movement on the $400m SSNs as part of a cash flow hedging relationship, to manage the exchange rate risk resulting from forecast US dollar inter- company sales.",194,46.629284,"risk, foreign, rate, hedging"
"186
184 

NOTES TO THE FINANCIAL STATEMENTS CONTINUED 

21 OTHER FINANCIAL LIABILITIES 

 
Forward currency contracts held at fair value 
Other derivative contracts (see note 19) 
Derivative option over own shares (see note 22) 
 
 
Analysed as: 
Current 
Non-current 
 

2021 
£m 
0.9 
2.9 
31.0 
34.8 
 
 
34.8 
– 
34.8 

2020 
£m 
0.5 
2.9 
79.9 
83.3 
 
 
83.3 
– 
83.3 

22 FINANCIAL INSTRUMENTS 
GROUP 
The Group's principal financial instruments comprise Cash and Cash Equivalents, Senior Secured Notes (“SSNs”), a Revolving Credit Facility, a 
finished vehicle financing facility, a loan to finance the construction of the paint shop at St Athan, a bilateral RCF, loan assets, derivative options, 
and forward currency contracts.","186 184 NOTES TO THE FINANCIAL STATEMENTS CONTINUED 21 OTHER FINANCIAL LIABILITIES Forward currency contracts held at fair value Other derivative contracts (see note 19) Derivative option over own shares (see note 22) Analysed as: Current Non-current 2021 £m 0.9 2.9 31.0 34.8 34.8 – 34.8 2020 £m 0.5 2.9 79.9 83.3 83.3 – 83.3 22 FINANCIAL INSTRUMENTS GROUP The Group's principal financial instruments comprise Cash and Cash Equivalents, Senior Secured Notes (“SSNs”), a Revolving Credit Facility, a finished vehicle financing facility, a loan to finance the construction of the paint shop at St Athan, a bilateral RCF, loan assets, derivative options, and forward currency contracts.",188,46.895542,"currency, contracts, forward"
"FOREIGN CURRENCY TRANSLATION 
Transactions in foreign currencies are initially recorded in the functional 
currency of the operation by applying the exchange rate ruling at the 
date of the transaction.",FOREIGN CURRENCY TRANSLATION Transactions in foreign currencies are initially recorded in the functional currency of the operation by applying the exchange rate ruling at the date of the transaction.,162,46.99587,"currencies, foreign, rate, currency"
"Cash is held in the following currencies; those held in currencies other than sterling have been converted into sterling at year end exchange rates: 

 
Sterling 
Chinese renminbi 
Euro 
US dollar 
Other 
 
Included within the above: 
Restricted cash 

2021 
£m 
263.3 
73.5 
15.8 
59.0 
7.3 
418.9 
 
33.0 

2020 
£m 
365.0 
58.2 
7.4 
46.5 
12.3 
489.4 
 
35.8 

During 2021, the Group entered into a bilateral revolving credit facility with HSBC Bank plc (“HSBC”), whereby Chinese renminbi with an initial 
value  of  £31.9m  were  deposited  in  a  restricted  account  with  HSBC  in  China  in  exchange  for  a  £30.0m  sterling  overdraft  facility  with  HSBC 
in the United Kingdom.","Cash is held in the following currencies; those held in currencies other than sterling have been converted into sterling at year end exchange rates: Sterling Chinese renminbi Euro US dollar Other Included within the above: Restricted cash 2021 £m 263.3 73.5 15.8 59.0 7.3 418.9 33.0 2020 £m 365.0 58.2 7.4 46.5 12.3 489.4 35.8 During 2021, the Group entered into a bilateral revolving credit facility with HSBC Bank plc (“HSBC”), whereby Chinese renminbi with an initial value of £31.9m were deposited in a restricted account with HSBC in China in exchange for a £30.0m sterling overdraft facility with HSBC in the United Kingdom.",185,47.470543,currencies
"The forward currency contracts are carried at fair value 
based on pricing models and discounted cash flow techniques derived from assumptions provided by third-party banks.",The forward currency contracts are carried at fair value based on pricing models and discounted cash flow techniques derived from assumptions provided by third-party banks.,198,48.3652,"currency, contracts, forward"
"Financial Liability as a hedge 
Foreign currency differences arising on the retranslation of a financial 
liability designated as a cash flow hedge are recognised directly in Other 
Comprehensive Income to the extent that the hedge is effective.",Financial Liability as a hedge Foreign currency differences arising on the retranslation of a financial liability designated as a cash flow hedge are recognised directly in Other Comprehensive Income to the extent that the hedge is effective.,167,48.42413,"currency, hedge"
"Movement in the US dollar to sterling exchange rate between the arrangement date and transaction date resulted in the recognition of a £6.9m currency 
gain in the Income Statement.",Movement in the US dollar to sterling exchange rate between the arrangement date and transaction date resulted in the recognition of a £6.9m currency gain in the Income Statement.,172,48.55748,"currency, rate"
"Where the value of the hedging instrument matches the value of the hedged item in a 1:1 hedge ratio, the hedge is effective, and changes in the 
fair value of the hedging instrument attributable to the spot risk are considered an effective hedge and recognised in the cash flow hedge reserve 
within Other Comprehensive Income.","Where the value of the hedging instrument matches the value of the hedged item in a 1:1 hedge ratio, the hedge is effective, and changes in the fair value of the hedging instrument attributable to the spot risk are considered an effective hedge and recognised in the cash flow hedge reserve within Other Comprehensive Income.",194,48.635418,"risk, hedging, hedge"
"194
192 

NOTES TO THE FINANCIAL STATEMENTS CONTINUED 

22 FINANCIAL INSTRUMENTS CONTINUED 
HEDGE ACCOUNTING CONTINUED 
The effect of the cash flow hedge in the Consolidated Income Statement and Other Comprehensive Income is: 

Year ended 31 December 2021 
Foreign exchange forward contracts 
$400m Senior Secured Notes – hedge instrument 
Tax on fair value movements recognised in OCI 
 

Total hedging 
(loss)/gain 
recognised  
in OCI 
£m 
(2.9) 
(1.7) 
1.2 

Ineffectiveness 
recognised in the 
Income Statement 
£m 
(0.6) 
– 
– 

Income 
Statement 
line item 
Cost of Sales 
Cost of Sales 
– 

Year ended 31 December 2020 
Foreign exchange forward contracts 
$400m Senior Secured Notes – hedge instrument 

Total hedging 
gain/(loss) 
recognised  
in OCI 
£m 
5.0 
4.5 

Ineffectiveness 
recognised in the 
Income Statement 
£m 
2.3 
2.5 

$400m Senior Secured Notes – hedge instrument 
Tax on fair value movements recognised in OCI 

6.8 
(3.1) 

– 
– 

Income 
Statement 
line item 
Cost of Sales 
Finance 
Expense 
Cost of Sales 
– 

Fair value 
movement  
on cash flow 
hedges 
£m 
(0.3) 
– 
0.1 

Fair value 
movement 
 on cash flow 
hedges 
£m 
4.6 
2.0 

Amount  
reclassified  
from OCI to  
the Income 
Statement 
£m 
(2.6) 
(1.7) 
1.1 

Amount  
reclassified  
from OCI to  
the Income 
Statement 
£m 
0.4 
2.5 

Income 
Statement  
line item 
Cost of Sales 
Cost of Sales 
– 

Income 
Statement  
line item 
Cost of Sales 
Cost of Sales 

– 
(1.3) 

6.8 
(1.8) 

Cost of Sales 
– 

Hedge ineffectiveness recognised in 2020 within the Consolidated Income Statement relates to differences in the nominal value of the hedged items 
and  the  hedging  instrument.",194 192 NOTES TO THE FINANCIAL STATEMENTS CONTINUED 22 FINANCIAL INSTRUMENTS CONTINUED HEDGE ACCOUNTING CONTINUED The effect of the cash flow hedge in the Consolidated Income Statement and Other Comprehensive Income is: Year ended 31 December 2021 Foreign exchange forward contracts $400m Senior Secured Notes – hedge instrument Tax on fair value movements recognised in OCI Total hedging (loss)/gain recognised in OCI £m (2.9) (1.7) 1.2 Ineffectiveness recognised in the Income Statement £m (0.6) – – Income Statement line item Cost of Sales Cost of Sales – Year ended 31 December 2020 Foreign exchange forward contracts $400m Senior Secured Notes – hedge instrument Total hedging gain/(loss) recognised in OCI £m 5.0 4.5 Ineffectiveness recognised in the Income Statement £m 2.3 2.5 $400m Senior Secured Notes – hedge instrument Tax on fair value movements recognised in OCI 6.8 (3.1) – – Income Statement line item Cost of Sales Finance Expense Cost of Sales – Fair value movement on cash flow hedges £m (0.3) – 0.1 Fair value movement on cash flow hedges £m 4.6 2.0 Amount reclassified from OCI to the Income Statement £m (2.6) (1.7) 1.1 Amount reclassified from OCI to the Income Statement £m 0.4 2.5 Income Statement line item Cost of Sales Cost of Sales – Income Statement line item Cost of Sales Cost of Sales – (1.3) 6.8 (1.8) Cost of Sales – Hedge ineffectiveness recognised in 2020 within the Consolidated Income Statement relates to differences in the nominal value of the hedged items and the hedging instrument.,196,48.68537,"hedges, hedging, contracts, forward, hedge"
"To the 
extent that the hedge is ineffective, such differences are recognised in 
the Income Statement.","To the extent that the hedge is ineffective, such differences are recognised in the Income Statement.",167,49.00233,hedge
"182
180 

NOTES TO THE FINANCIAL STATEMENTS CONTINUED 

17 TRADE AND OTHER RECEIVABLES CONTINUED 
The carrying amount of trade and other receivables at 31 December, converted into sterling at the year end exchange rates, are denominated in the 
following currencies (excluding prepayments): 

 
Sterling 
Chinese renminbi 
Euro  
US dollar 
Other 
 

2021 
£m 
108.4 
2.6 
30.5 
27.4 
27.8 
196.7 

2020 
£m 
81.2 
1.7 
9.8 
34.2 
28.3 
155.2 

WHOLESALE FINANCE FACILITY 
Sales  to  third-party  Aston  Martin  franchised  dealers  are  eligible,  subject  to  individual  dealer  approved  credit  limits,  through  a  wholesale 
finance facility.","182 180 NOTES TO THE FINANCIAL STATEMENTS CONTINUED 17 TRADE AND OTHER RECEIVABLES CONTINUED The carrying amount of trade and other receivables at 31 December, converted into sterling at the year end exchange rates, are denominated in the following currencies (excluding prepayments): Sterling Chinese renminbi Euro US dollar Other 2021 £m 108.4 2.6 30.5 27.4 27.8 196.7 2020 £m 81.2 1.7 9.8 34.2 28.3 155.2 WHOLESALE FINANCE FACILITY Sales to third-party Aston Martin franchised dealers are eligible, subject to individual dealer approved credit limits, through a wholesale finance facility.",184,49.874554,currencies
