,report_label,file_name,text_raw,text_partial_preprocessed,text_fully_preprocessed,page_num,is_relevant
51,WH SMITH 2021,WH_SMITH_2021.pdf,"Based on 
TSA data, passenger numbers had recovered to 84 per cent of 
2019 by the end of October 2021.","Based on TSA data, passenger numbers had recovered to 84 per cent of 2019 by the end of October 2021.",based tsa data passenger number recovered 84 per cent 2019 end october 2021,7,
52,WH SMITH 2021,WH_SMITH_2021.pdf,"In Las Vegas, visitor numbers 
have also recovered with occupancy levels at 85 per cent of 2019 
levels in September 2021.","In Las Vegas, visitor numbers have also recovered with occupancy levels at 85 per cent of 2019 levels in September 2021.",la vega visitor number also recovered occupancy level 85 per cent 2019 level september 2021,7,
53,WH SMITH 2021,WH_SMITH_2021.pdf,"The speed of the recovery in each market in which we operate 
will depend on the successful roll-out of vaccines around the 
world, the emergence of new variants and their response to 
vaccines, and the way governments choose to relax or impose 
restrictions in the face of these changes.","The speed of the recovery in each market in which we operate will depend on the successful roll-out of vaccines around the world, the emergence of new variants and their response to vaccines, and the way governments choose to relax or impose restrictions in the face of these changes.",speed recovery market operate depend successful rollout vaccine around world emergence new variant response vaccine way government choose relax impose restriction face change,7,
54,WH SMITH 2021,WH_SMITH_2021.pdf,"Over the longer term, 
Travel will be impacted by macroeconomic trends and other 
factors which influence the number and nationality of travelling 
customers.","Over the longer term, Travel will be impacted by macroeconomic trends and other factors which influence the number and nationality of travelling customers.",longer term travel impacted macroeconomic trend factor influence number nationality travelling customer,7,
55,WH SMITH 2021,WH_SMITH_2021.pdf,"These include levels of employment and investment, 
the cost of travelling, specific category trends such as the growth 
of consumable products and tech accessories, and policy 
intervention to tackle climate change.","These include levels of employment and investment, the cost of travelling, specific category trends such as the growth of consumable products and tech accessories, and policy intervention to tackle climate change.",include level employment investment cost travelling specific category trend growth consumable product tech accessory policy intervention tackle climate change,7,
56,WH SMITH 2021,WH_SMITH_2021.pdf,"Our markets continued

High Street

High Street sells a wide range of products in the 
following categories: Stationery (including greetings 
cards, general stationery, art and craft, and gifting), 
News and Impulse (including newspapers, 
magazines, confectionery and drinks) and Books.","Our markets continued High Street High Street sells a wide range of products in the following categories: Stationery (including greetings cards, general stationery, art and craft, and gifting), News and Impulse (including newspapers, magazines, confectionery and drinks) and Books.",market continued high street high street sell wide range product following category stationery including greeting card general stationery art craft gifting news impulse including newspaper magazine confectionery drink book,8,
57,WH SMITH 2021,WH_SMITH_2021.pdf,"High Street’s trading is seasonal, peaking at 
Christmas and in August/September for ‘Back 
to School’.","High Street’s trading is seasonal, peaking at Christmas and in August/September for ‘Back to School’.",high street trading seasonal peaking christmas augustseptember back school,8,
58,WH SMITH 2021,WH_SMITH_2021.pdf,"We also have a number of online businesses:
•  funkypigeon.com – our personalised cards and gifts site.",We also have a number of online businesses: •   – our personalised cards and gifts site.,also number online business personalised card gift site,8,
59,WH SMITH 2021,WH_SMITH_2021.pdf,"•  whsmith.co.uk – which sells a range of Stationery, Books, 

Magazines and Gifts.","•   – which sells a range of Stationery, Books, Magazines and Gifts.",sell range stationery book magazine gift,8,
60,WH SMITH 2021,WH_SMITH_2021.pdf,•  cultpens.com – our specialist pen site.,•   – our specialist pen site.,specialist pen site,8,
61,WH SMITH 2021,WH_SMITH_2021.pdf,"•  treeofhearts.co.uk and dottyaboutpaper.co.uk – our specialist 

wedding stationery sites.",•   and   – our specialist wedding stationery sites.,specialist wedding stationery site,8,
62,WH SMITH 2021,WH_SMITH_2021.pdf,"These websites complement our core in-store and stationery 
offers and have accelerated during the Covid-19 pandemic.",These websites complement our core in-store and stationery offers and have accelerated during the Covid-19 pandemic.,website complement core instore stationery offer accelerated covid19 pandemic,8,
63,WH SMITH 2021,WH_SMITH_2021.pdf,"High Street’s performance is dependent upon overall growth  
in consumer spending and the levels of footfall on the UK high 
street.",High Street’s performance is dependent upon overall growth in consumer spending and the levels of footfall on the UK high street.,high street performance dependent upon overall growth consumer spending level footfall uk high street,8,
64,WH SMITH 2021,WH_SMITH_2021.pdf,"Since Covid-19, we have seen further declines in the level 
of footfall on UK high streets.","Since Covid-19, we have seen further declines in the level of footfall on UK high streets.",since covid19 seen decline level footfall uk high street,8,
65,WH SMITH 2021,WH_SMITH_2021.pdf,"There is a wide discrepancy in store 
performance depending on the location, with smaller market 
towns and more affluent catchments performing better than city 
centre locations, reflecting the level of government restrictions 
imposed due to Covid-19.","There is a wide discrepancy in store performance depending on the location, with smaller market towns and more affluent catchments performing better than city centre locations, reflecting the level of government restrictions imposed due to Covid-19.",wide discrepancy store performance depending location smaller market town affluent catchment performing better city centre location reflecting level government restriction imposed due covid19,8,
66,WH SMITH 2021,WH_SMITH_2021.pdf,"Going forward, further lockdowns or 
restrictions in the UK would impact the performance of our  
High Street stores.","Going forward, further lockdowns or restrictions in the UK would impact the performance of our High Street stores.",going forward lockdown restriction uk would impact performance high street store,8,
67,WH SMITH 2021,WH_SMITH_2021.pdf,"Funkypigeon.com is our online personalised greeting card and 
gifting website.",  is our online personalised greeting card and gifting website.,online personalised greeting card gifting website,8,
68,WH SMITH 2021,WH_SMITH_2021.pdf,"The market for greetings cards in the UK is 
substantial and estimated at £1.6bn1 with online penetration 
estimated at c.15 per cent1 with OC&C forecasting online growth 
of single cards over the next three years, taking penetration to  
c.20 per cent1 of the card market by 2024.","The market for greetings cards in the UK is substantial and estimated at £1.6bn1 with online penetration estimated at c.15 per cent1 with OC&C forecasting online growth of single cards over the next three years, taking penetration to c.20 per cent1 of the card market by 2024.",market greeting card uk substantial estimated 16bn1 online penetration estimated c15 per cent1 occ forecasting online growth single card next three year taking penetration c20 per cent1 card market 2024,8,
69,WH SMITH 2021,WH_SMITH_2021.pdf,"The UK greetings card 
market has been stable with a culture of sending greetings cards 
in the UK, with adults sending on average 20 greetings cards per 
person each year.","The UK greetings card market has been stable with a culture of sending greetings cards in the UK, with adults sending on average 20 greetings cards per person each year.",uk greeting card market stable culture sending greeting card uk adult sending average 20 greeting card per person year,8,
70,WH SMITH 2021,WH_SMITH_2021.pdf,"Chairman’s statement

We are now in a strong position to capitalise on the 
growth opportunities that exist in our markets.”

Henry Staunton
Chairman

Despite the ongoing uncertainty throughout the 
financial year, the Group has delivered a robust 
performance.","Chairman’s statement We are now in a strong position to capitalise on the growth opportunities that exist in our markets.” Henry Staunton Chairman Despite the ongoing uncertainty throughout the financial year, the Group has delivered a robust performance.",chairman statement strong position capitalise growth opportunity exist market henry staunton chairman despite ongoing uncertainty throughout financial year group delivered robust performance,9,
71,WH SMITH 2021,WH_SMITH_2021.pdf,"We have taken decisive actions to 
secure the financial position of the Group and we are 
now in a strong position to capitalise on the growth 
opportunities that exist in our markets.",We have taken decisive actions to secure the financial position of the Group and we are now in a strong position to capitalise on the growth opportunities that exist in our markets.,taken decisive action secure financial position group strong position capitalise growth opportunity exist market,9,
72,WH SMITH 2021,WH_SMITH_2021.pdf,"Within Travel, 
despite the significant impact on passenger numbers 
in the year, we have won strategically important 
business in the UK, with 30 technology stores won2 
across UK airports.","Within Travel, despite the significant impact on passenger numbers in the year, we have won strategically important business in the UK, with 30 technology stores won2 across UK airports.",within travel despite significant impact passenger number year strategically important business uk 30 technology store won2 across uk airport,9,
73,WH SMITH 2021,WH_SMITH_2021.pdf,"This is a significant step forward for the Group as we introduce 
our market-leading technology business in travel locations in the 
US, InMotion, to the UK, making it the largest, global technology 
retailer in travel locations.","This is a significant step forward for the Group as we introduce our market-leading technology business in travel locations in the US, InMotion, to the UK, making it the largest, global technology retailer in travel locations.",significant step forward group introduce marketleading technology business travel location u inmotion uk making largest global technology retailer travel location,9,
74,WH SMITH 2021,WH_SMITH_2021.pdf,"In addition, the growth opportunities in the North American travel 
market are substantial.","In addition, the growth opportunities in the North American travel market are substantial.",addition growth opportunity north american travel market substantial,9,
75,WH SMITH 2021,WH_SMITH_2021.pdf,"During the year, we have won some 
significant new business at major US airports and we are in a 
strong position as the market recovers.","During the year, we have won some significant new business at major US airports and we are in a strong position as the market recovers.",year significant new business major u airport strong position market recovers,9,
76,WH SMITH 2021,WH_SMITH_2021.pdf,"While the easing of government-imposed restrictions had a 
positive impact on the Group’s performance in the second half of 
the financial year, the Group has continued to be significantly 
impacted by the Covid-19 pandemic.","While the easing of government-imposed restrictions had a positive impact on the Group’s performance in the second half of the financial year, the Group has continued to be significantly impacted by the Covid-19 pandemic.",easing governmentimposed restriction positive impact group performance second half financial year group continued significantly impacted covid19 pandemic,9,
77,WH SMITH 2021,WH_SMITH_2021.pdf,"Across our global travel 
business, passenger numbers have been significantly impacted.","Across our global travel business, passenger numbers have been significantly impacted.",across global travel business passenger number significantly impacted,9,
78,WH SMITH 2021,WH_SMITH_2021.pdf,"In our High Street business, we have seen a structural shift in 
consumer behaviour accelerated by the pandemic, resulting in 
reduced high street footfall.","In our High Street business, we have seen a structural shift in consumer behaviour accelerated by the pandemic, resulting in reduced high street footfall.",high street business seen structural shift consumer behaviour accelerated pandemic resulting reduced high street footfall,9,
79,WH SMITH 2021,WH_SMITH_2021.pdf,"Despite these challenges, our teams 
have acted fast and responded to the evolving trading 
environment by focusing on initiatives within our control that 
support us in the short term and put us in a better position to 
emerge operationally stronger as our markets recover.","Despite these challenges, our teams have acted fast and responded to the evolving trading environment by focusing on initiatives within our control that support us in the short term and put us in a better position to emerge operationally stronger as our markets recover.",despite challenge team acted fast responded evolving trading environment focusing initiative within control support u short term put u better position emerge operationally stronger market recover,9,
80,WH SMITH 2021,WH_SMITH_2021.pdf,"Once again, I feel immense pride for how our colleagues have 
responded to the pandemic and the resulting challenges.","Once again, I feel immense pride for how our colleagues have responded to the pandemic and the resulting challenges.",feel immense pride colleague responded pandemic resulting challenge,9,
81,WH SMITH 2021,WH_SMITH_2021.pdf,"During the year, we committed to playing our part in the 
communities we serve to provide access to vital postal and 
banking services from our High Street stores with Post Offices.","During the year, we committed to playing our part in the communities we serve to provide access to vital postal and banking services from our High Street stores with Post Offices.",year committed playing part community serve provide access vital postal banking service high street store post office,9,
