,report_label,file_name,text_raw,text_partial_preprocessed,text_fully_preprocessed,page_num,is_relevant
10,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,2  As at 30 June 2022.,2 As at 30 June 2022.,2 30 june 2022,5,
11,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,"3  A location from which executives of the Pantheon Group perform client service 

activities but does not imply an office.",3 A location from which executives of the Pantheon Group perform client service activities but does not imply an office.,3 location executive pantheon group perform client service activity imply office,5,
12,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,4  United Nations Principles for Responsible Investment.,4 United Nations Principles for Responsible Investment.,4 united nation principle responsible investment,5,
13,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,"5  See the Awards Methodologies & Disclosures section on Pantheon’s website for details 

regarding the awards mentioned above: www.pantheon.com.",5 See the Awards Methodologies & Disclosures section on Pantheon’s website for details regarding the awards mentioned above:  ,5 see award methodology disclosure section pantheon website detail regarding award mentioned,5,
14,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,"PANTHEON

Pantheon provides 
clients with access  
to its global network  
of relationships… 
For the past 40 years, 
Pantheon has built up  
an extensive network of 
relationships with private 
equity managers across  
the world.","PANTHEON Pantheon provides clients with access to its global network of relationships… For the past 40 years, Pantheon has built up an extensive network of relationships with private equity managers across the world.",pantheon pantheon provides client access global network relationship past 40 year pantheon built extensive network relationship private equity manager across world,5,
15,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,"Thanks to 
Pantheon’s privileged 
access, PIP is able to invest 
in invitation-only funds, 
co-invest directly in attractive 
private companies, and 
participate in exclusive 
secondary deals.","Thanks to Pantheon’s privileged access, PIP is able to invest in invitation-only funds, co-invest directly in attractive private companies, and participate in exclusive secondary deals.",thanks pantheon privileged access pip able invest invitationonly fund coinvest directly attractive private company participate exclusive secondary deal,5,
16,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,"Why Choose Us

Consistent outperformance 
over 35 years

An outstanding track record:  
since its inception in 1987, PIP has 
outperformed the FTSE All-Share 
and the MSCI World indices.","Why Choose Us Consistent outperformance over 35 years An outstanding track record: since its inception in 1987, PIP has outperformed the FTSE All-Share and the MSCI World indices.",choose u consistent outperformance 35 year outstanding track record since inception 1987 pip outperformed ftse allshare msci world index,7,
17,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,"SINCE INCEPTION IN 1987

+12.4%

Average annualised NAV 
per share growth (net of fees)1

+4.8% p.a.",SINCE INCEPTION IN 1987 +12.4% Average annualised NAV per share growth (net of fees)1 +4.8% p.a.,since inception 1987 124 average annualised nav per share growth net fees1 48 pa,7,
18,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,"NAV outperformance  
relative to the FTSE All-Share1

+4.0% p.a.",NAV outperformance relative to the FTSE All-Share1 +4.0% p.a.,nav outperformance relative ftse allshare1 40 pa,7,
19,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,"NAV outperformance relative  
to the MSCI World (Sterling)1 

1  As at 31 May 2022.",NAV outperformance relative to the MSCI World (Sterling)1 1 As at 31 May 2022.,nav outperformance relative msci world sterling1 1 31 may 2022,7,
20,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,"Why Choose Us

PIP has a 35-year history of outperformance 
with an average annual NAV growth of 
12.4% per year.",Why Choose Us PIP has a 35-year history of outperformance with an average annual NAV growth of 12.4% per year.,choose u pip 35year history outperformance average annual nav growth 124 per year,8,
21,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,"The Company has delivered this return, 
which is net of fees, to shareholders 
through numerous economic cycles.","The Company has delivered this return, which is net of fees, to shareholders through numerous economic cycles.",company delivered return net fee shareholder numerous economic cycle,8,
22,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,"Why Choose Us

PIP’s NAV and share price have 
outperformed the MSCI World and  
FTSE All-Share indices over the long term.",Why Choose Us PIP’s NAV and share price have outperformed the MSCI World and FTSE All-Share indices over the long term.,choose u pip nav share price outperformed msci world ftse allshare index long term,9,
23,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,"Why Choose Us

Resilient and actively managed 
portfolio with embedded value

Our strong, diversified and actively 
managed portfolio provides 
exposure to exciting, high-growth 
businesses around the world.","Why Choose Us Resilient and actively managed portfolio with embedded value Our strong, diversified and actively managed portfolio provides exposure to exciting, high-growth businesses around the world.",choose u resilient actively managed portfolio embedded value strong diversified actively managed portfolio provides exposure exciting highgrowth business around world,10,
24,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,"SINCE 2012

+31%

Value-weighted 
average uplift on 
exit realisations1 

+24% p.a.",SINCE 2012 +31% Value-weighted average uplift on exit realisations1 +24% p.a.,since 2012 31 valueweighted average uplift exit realisations1 24 pa,10,
25,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,"Average distribution rate1 

+15% p.a.",Average distribution rate1 +15% p.a.,average distribution rate1 15 pa,10,
26,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,"Buyout portfolio company 
average revenue growth1

+16% p.a.",Buyout portfolio company average revenue growth1 +16% p.a.,buyout portfolio company average revenue growth1 16 pa,10,
27,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,"Buyout portfolio company 
average earnings growth1

1  As at 31 May 2022.",Buyout portfolio company average earnings growth1 1 As at 31 May 2022.,buyout portfolio company average earnings growth1 1 31 may 2022,10,
28,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,"Why Choose Us

PIP’s portfolio is carefully stewarded and has been actively 
managed to:
 – increase the concentration of high-conviction investments; 
 – invest in more direct company holdings;
 – allocate further capital to promising industry segments; and 
 – reduce the maturity profile in order to accelerate cash flow 

generation of the portfolio.",Why Choose Us PIP’s portfolio is carefully stewarded and has been actively managed to: – increase the concentration of high-conviction investments; – invest in more direct company holdings; – allocate further capital to promising industry segments; and – reduce the maturity profile in order to accelerate cash flow generation of the portfolio.,choose u pip portfolio carefully stewarded actively managed increase concentration highconviction investment invest direct company holding allocate capital promising industry segment reduce maturity profile order accelerate cash flow generation portfolio,11,
29,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,"We have increased PIP’s exposure to more resilient and 
high-growth sectors such as Information Technology, 
Healthcare and Consumer Staples and Services.","We have increased PIP’s exposure to more resilient and high-growth sectors such as Information Technology, Healthcare and Consumer Staples and Services.",increased pip exposure resilient highgrowth sector information technology healthcare consumer staple service,11,
30,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,"Why Choose Us

PIP’s portfolio is carefully stewarded and has been actively 
managed to:
 – increase the concentration of high-conviction investments; 
 – invest in more direct company holdings;
 – allocate further capital to promising industry segments; and 
 – reduce the maturity profile in order to accelerate cash flow 

generation of the portfolio.",Why Choose Us PIP’s portfolio is carefully stewarded and has been actively managed to: – increase the concentration of high-conviction investments; – invest in more direct company holdings; – allocate further capital to promising industry segments; and – reduce the maturity profile in order to accelerate cash flow generation of the portfolio.,choose u pip portfolio carefully stewarded actively managed increase concentration highconviction investment invest direct company holding allocate capital promising industry segment reduce maturity profile order accelerate cash flow generation portfolio,12,
31,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,"We have increased PIP’s exposure to more resilient and 
high-growth sectors such as Information Technology, 
Healthcare and Consumer Staples and Services.","We have increased PIP’s exposure to more resilient and high-growth sectors such as Information Technology, Healthcare and Consumer Staples and Services.",increased pip exposure resilient highgrowth sector information technology healthcare consumer staple service,12,
32,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,"Why Choose Us

PIP’s portfolio is carefully stewarded and has been actively 
managed to:
 – increase the concentration of high-conviction investments; 
 – invest in more direct company holdings;
 – allocate further capital to promising industry segments; and 
 – reduce the maturity profile in order to accelerate cash flow 

generation of the portfolio.",Why Choose Us PIP’s portfolio is carefully stewarded and has been actively managed to: – increase the concentration of high-conviction investments; – invest in more direct company holdings; – allocate further capital to promising industry segments; and – reduce the maturity profile in order to accelerate cash flow generation of the portfolio.,choose u pip portfolio carefully stewarded actively managed increase concentration highconviction investment invest direct company holding allocate capital promising industry segment reduce maturity profile order accelerate cash flow generation portfolio,13,
33,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,"We have increased PIP’s exposure to more resilient and 
high-growth sectors such as Information Technology, 
Healthcare and Consumer Staples and Services.","We have increased PIP’s exposure to more resilient and high-growth sectors such as Information Technology, Healthcare and Consumer Staples and Services.",increased pip exposure resilient highgrowth sector information technology healthcare consumer staple service,13,
34,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,"Why Choose Us

PIP’s portfolio is carefully stewarded and has been actively 
managed to:
 – increase the concentration of high-conviction investments; 
 – invest in more direct company holdings;
 – allocate further capital to promising industry segments; and 
 – reduce the maturity profile in order to accelerate cash flow 

generation of the portfolio.",Why Choose Us PIP’s portfolio is carefully stewarded and has been actively managed to: – increase the concentration of high-conviction investments; – invest in more direct company holdings; – allocate further capital to promising industry segments; and – reduce the maturity profile in order to accelerate cash flow generation of the portfolio.,choose u pip portfolio carefully stewarded actively managed increase concentration highconviction investment invest direct company holding allocate capital promising industry segment reduce maturity profile order accelerate cash flow generation portfolio,14,
35,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,"We have increased PIP’s exposure to more resilient and 
high-growth sectors such as Information Technology, 
Healthcare and Consumer Staples and Services.","We have increased PIP’s exposure to more resilient and high-growth sectors such as Information Technology, Healthcare and Consumer Staples and Services.",increased pip exposure resilient highgrowth sector information technology healthcare consumer staple service,14,
36,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,"Uplifts achieved at exit

Cash generative portfolio

100

60

Buyout portfolio company revenue and 
earnings growth

)

%

 

(
 
V
A
N
O
I
L
O
F
T
R
O
P

80

40

20

0

Dynamic asset allocation
Jun
2017

Jun
2012

Jun
2013

Jun
2014

Jun
2016

Jun
2015

May
2018

May
2019

May
2020

May
2021

May
2022

1,000

Carefully diversified portfolio

S
E
I
N
A
P
M
O
C
F
O
R
E
B
M
U
N

 

 

800

600

400
Strategic Report
200
0

%

 

(
 
V
A
N
O
I
L
O
F
T
R
O
P

80

60

40

20

0

)

%

 

(
 
V
A
N
O
I
L
O
F
T
R
O
P

80

60

40

20

0

Jun
2012

Jun
2013

Jun
2014

Jun
2015

Jun
2016

Jun
2017

May
2018

May
2019

May
2020

May
2021

May
2022

Jun
2012

Number of portfolio companies
1,000

100

S
R
A
E
Y

8

6

4

2

0

Jun
2012

800

600

400

100
200
20

80

60

S
E
I
N
A
P
M
O
C
F
O
R
E
B
M
U
N

 

 

40

0

)

%

 

(
 
V
A
N
O
I
L
O
F
T
R
O
P

)

%

 

(
 
V
A
N
O
I
L
O
F
T
R
O
P

S
R
A
E
Y

Directs vs. Funds

100

)

%

 

(
 
V
A
N
O
I
L
O
F
T
R
O
P

80

60

40
100
20

0

)

%

 

(
 
V
A
N
O
I
L
O
F
T
R
O
P

S
E
I
N
A
P
M
O
C
F
O
R
E
B
M
U
N

 

 

400

Investment type
1,000
200
100

80

60

40

Jun
2012

Jun
2013

Jun
2014

Jun
2015

Jun
2016

Jun
2017

May
2018

May
2019

May
2020

May
2021

May
2022

   Directs          

   Funds

80

60

0
Jun
2012

Jun
Jun
2012
2013

40

Jun
Jun
2013
2014

Jun
Jun
2014
2015

Jun
Jun
2015
2016

Jun
Jun
2016
2017

Jun
2017

May
2018

May
2018

May
2019

May
2019

May
2020

May
2020

May
2021

May
2021

May
2022

May
2022

20
1,000
Marked shift towards direct company investments, 
which are comprised of co-investments and  
single-asset secondaries.","Uplifts achieved at exit Cash generative portfolio 100 60 Buyout portfolio company revenue and earnings growth ) % ( V A N O I L O F T R O P 80 40 20 0 Dynamic asset allocation Jun 2017 Jun 2012 Jun 2013 Jun 2014 Jun 2016 Jun 2015 May 2018 May 2019 May 2020 May 2021 May 2022 1,000 Carefully diversified portfolio S E I N A P M O C F O R E B M U N 800 600 400 Strategic Report 200 0 % ( V A N O I L O F T R O P 80 60 40 20 0 ) % ( V A N O I L O F T R O P 80 60 40 20 0 Jun 2012 Jun 2013 Jun 2014 Jun 2015 Jun 2016 Jun 2017 May 2018 May 2019 May 2020 May 2021 May 2022 Jun 2012 Number of portfolio companies 1,000 100 S R A E Y 8 6 4 2 0 Jun 2012 800 600 400 100 200 20 80 60 S E I N A P M O C F O R E B M U N 40 0 ) % ( V A N O I L O F T R O P ) % ( V A N O I L O F T R O P S R A E Y Directs vs. Funds 100 ) % ( V A N O I L O F T R O P 80 60 40 100 20 0 ) % ( V A N O I L O F T R O P S E I N A P M O C F O R E B M U N 400 Investment type 1,000 200 100 80 60 40 Jun 2012 Jun 2013 Jun 2014 Jun 2015 Jun 2016 Jun 2017 May 2018 May 2019 May 2020 May 2021 May 2022 Directs Funds 80 60 0 Jun 2012 Jun Jun 2012 2013 40 Jun Jun 2013 2014 Jun Jun 2014 2015 Jun Jun 2015 2016 Jun Jun 2016 2017 Jun 2017 May 2018 May 2018 May 2019 May 2019 May 2020 May 2020 May 2021 May 2021 May 2022 May 2022 20 1,000 Marked shift towards direct company investments, which are comprised of co-investments and single-asset secondaries.",uplift achieved exit cash generative portfolio 100 60 buyout portfolio company revenue earnings growth v n l f r p 80 40 20 0 dynamic asset allocation jun 2017 jun 2012 jun 2013 jun 2014 jun 2016 jun 2015 may 2018 may 2019 may 2020 may 2021 may 2022 1000 carefully diversified portfolio e n p c f r e b u n 800 600 400 strategic report 200 0 v n l f r p 80 60 40 20 0 v n l f r p 80 60 40 20 0 jun 2012 jun 2013 jun 2014 jun 2015 jun 2016 jun 2017 may 2018 may 2019 may 2020 may 2021 may 2022 jun 2012 number portfolio company 1000 100 r e 8 6 4 2 0 jun 2012 800 600 400 100 200 20 80 60 e n p c f r e b u n 40 0 v n l f r p v n l f r p r e directs v fund 100 v n l f r p 80 60 40 100 20 0 v n l f r p e n p c f r e b u n 400 investment type 1000 200 100 80 60 40 jun 2012 jun 2013 jun 2014 jun 2015 jun 2016 jun 2017 may 2018 may 2019 may 2020 may 2021 may 2022 directs fund 80 60 0 jun 2012 jun jun 2012 2013 40 jun jun 2013 2014 jun jun 2014 2015 jun jun 2015 2016 jun jun 2016 2017 jun 2017 may 2018 may 2018 may 2019 may 2019 may 2020 may 2020 may 2021 may 2021 may 2022 may 2022 20 1000 marked shift towards direct company investment comprised coinvestments singleasset secondary,14,
37,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,"May
Jun
2019
2015

Jun
2012

Jun
2013

Jun
2014

Jun
2016

Jun
2017

May
2018

May
2020

0
800

600

May
2021

May
2022

20
8
The number of companies comprising 80% of PIP’s 
total exposure has declined by c.40% since 2012.",May Jun 2019 2015 Jun 2012 Jun 2013 Jun 2014 Jun 2016 Jun 2017 May 2018 May 2020 0 800 600 May 2021 May 2022 20 8 The number of companies comprising 80% of PIP’s total exposure has declined by c.40% since 2012.,may jun 2019 2015 jun 2012 jun 2013 jun 2014 jun 2016 jun 2017 may 2018 may 2020 0 800 600 may 2021 may 2022 20 8 number company comprising 80 pip total exposure declined c40 since 2012,14,
38,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,"6

0

Jun
2012

Jun
2013

Jun
2014

Jun
2015

Jun
2016

Jun
2017

May
2018

May
2019

May
2020

May
2021

May
2022

4
Weighted average portfolio age 
2

8

80

60

S
E
I
N
A
P
M
O
C
F
O
R
E
B
M
U
N

 

 

40

20

)

%

 

(
 
V
A
N
O
I
L
O
F
T
R
O
P

0

8

800
0

600

Jun
2012

Jun
2013

Jun
2014

Jun
2015

Jun
2016

Jun
2017

May
2018

May
2019

May
2020

May
2021

May
2022

400

200

0
Jun
2012

Jun
Jun
2012
2013

Jun
Jun
2013
2014

Jun
Jun
2014
2015

Jun
Jun
2015
2016

Jun
Jun
2016
2017

Jun
2017

May
2018

May
2018

May
2019

May
2019

May
2020

May
2020

May
2021

May
2021

May
2022

May
2022

   Primaries          

   Fund secondaries

   Manager-led secondaries          

   Co-investments

Portfolio managed to maximise growth and liquidity 
over time.",6 0 Jun 2012 Jun 2013 Jun 2014 Jun 2015 Jun 2016 Jun 2017 May 2018 May 2019 May 2020 May 2021 May 2022 4 Weighted average portfolio age 2 8 80 60 S E I N A P M O C F O R E B M U N 40 20 ) % ( V A N O I L O F T R O P 0 8 800 0 600 Jun 2012 Jun 2013 Jun 2014 Jun 2015 Jun 2016 Jun 2017 May 2018 May 2019 May 2020 May 2021 May 2022 400 200 0 Jun 2012 Jun Jun 2012 2013 Jun Jun 2013 2014 Jun Jun 2014 2015 Jun Jun 2015 2016 Jun Jun 2016 2017 Jun 2017 May 2018 May 2018 May 2019 May 2019 May 2020 May 2020 May 2021 May 2021 May 2022 May 2022 Primaries Fund secondaries Manager-led secondaries Co-investments Portfolio managed to maximise growth and liquidity over time.,6 0 jun 2012 jun 2013 jun 2014 jun 2015 jun 2016 jun 2017 may 2018 may 2019 may 2020 may 2021 may 2022 4 weighted average portfolio age 2 8 80 60 e n p c f r e b u n 40 20 v n l f r p 0 8 800 0 600 jun 2012 jun 2013 jun 2014 jun 2015 jun 2016 jun 2017 may 2018 may 2019 may 2020 may 2021 may 2022 400 200 0 jun 2012 jun jun 2012 2013 jun jun 2013 2014 jun jun 2014 2015 jun jun 2015 2016 jun jun 2016 2017 jun 2017 may 2018 may 2018 may 2019 may 2019 may 2020 may 2020 may 2021 may 2021 may 2022 may 2022 primary fund secondary managerled secondary coinvestments portfolio managed maximise growth liquidity time,14,
39,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,"6

S
R
A
E
Y

4

2

0

Jun
2013

Jun
2014

Jun
2015

Jun
2016

Jun
2017

May
2018

May
2019

May
2020

May
2021

May
2022

0

S
R
A
E
Y

6
Jun
2012

4

2

0

Jun
2012

Jun
2013

Jun
2014

Jun
2015

Jun
2016

Jun
2017

May
2018

May
2019

May
2020

May
2021

May
2022

Maturity profile resulting in a  
naturally cash-generative 
portfolio.",6 S R A E Y 4 2 0 Jun 2013 Jun 2014 Jun 2015 Jun 2016 Jun 2017 May 2018 May 2019 May 2020 May 2021 May 2022 0 S R A E Y 6 Jun 2012 4 2 0 Jun 2012 Jun 2013 Jun 2014 Jun 2015 Jun 2016 Jun 2017 May 2018 May 2019 May 2020 May 2021 May 2022 Maturity profile resulting in a naturally cash-generative portfolio.,6 r e 4 2 0 jun 2013 jun 2014 jun 2015 jun 2016 jun 2017 may 2018 may 2019 may 2020 may 2021 may 2022 0 r e 6 jun 2012 4 2 0 jun 2012 jun 2013 jun 2014 jun 2015 jun 2016 jun 2017 may 2018 may 2019 may 2020 may 2021 may 2022 maturity profile resulting naturally cashgenerative portfolio,14,
40,PANTHEON INTERNATIONAL 2022,PANTHEON_INTERNATIONAL_2022.pdf,"Why Choose Us

Increasing the portfolio’s concentration ensures more 
meaningful investments in high-quality funds and companies 
for PIP.",Why Choose Us Increasing the portfolio’s concentration ensures more meaningful investments in high-quality funds and companies for PIP.,choose u increasing portfolio concentration ensures meaningful investment highquality fund company pip,15,
